job_id,job_title,level,company,location,skill_required,skill_category,primary_skill,num_skills,min_salary,max_salary,avg_salary,experience_years,experience_level,industry,company_size,education_required,remote_policy,is_remote_friendly,demand_score,posted_days_ago,applicants_count,benefits,salary_per_year,salary_range
393,AI Research Scientist,Senior,Company_Tech88,Seattle,"Hadoop, Docker, Julia, NLP",Big Data,Hadoop,4,86164,116575,101369.5,3,Senior,Retail,Startup,PhD,On-site,0,83,6,156,"Remote Work, Parental Leave, Free Lunch, Gym Membership",101370,30411
394,Healthcare Data Analyst,Senior,Company_Tech83,Pittsburgh,"PyTorch, SQL, Leadership, Project Management, Elasticsearch",ML/AI,PyTorch,5,67740,91649,79694.5,5,Senior,Government,Small (11-50),Master's,Hybrid,1,69,23,172,"Unlimited PTO, Health Insurance, Gym Membership",79695,23909
395,Database Administrator,Mid,Company_Data5,New York,"Tableau, QlikView, Python, Leadership, Scikit-learn",BI Tools,Tableau,5,64515,87285,75900.0,5,Mid,Energy,Startup,PhD,On-site,0,97,12,162,"Free Lunch, Learning Stipend, Health Insurance, Stock Options",75900,22770
396,Business Analyst,Mid,Company_Analytics27,Phoenix,"Julia, MySQL, Java, Power BI",Programming,Julia,4,61555,83281,72418.0,7,Mid,Manufacturing,Small (11-50),Master's,Hybrid,1,100,7,189,"Health Insurance, Learning Stipend, Stock Options, Unlimited PTO",72418,21726
397,NLP Engineer,Mid,Company_Tech41,Detroit,"C++, Storytelling, Cassandra, LangChain, Airflow, Machine Learning",Programming,C++,6,92887,125671,109279.0,6,Mid,Healthcare,Small (11-50),High School + Certification,On-site,0,88,30,129,"Parental Leave, Remote Work, Unlimited PTO",109279,32784
398,Database Administrator,Mid,Company_Data87,San Francisco,"C++, Computer Vision, Beam",Programming,C++,3,64515,87285,75900.0,5,Mid,Finance,Enterprise (1000+),High School + Certification,On-site,0,79,21,88,"Gym Membership, Remote Work",75900,22770
399,Data Engineer,Mid,Company_AI65,Pittsburgh,"Leadership, Kafka, SQL, MySQL, Excel, Metabase",Soft Skills,Leadership,6,93880,127015,110447.5,6,Mid,Media,Enterprise (1000+),Bachelor's,Flexible,1,85,30,171,"Stock Options, Unlimited PTO",110448,33135
400,Financial Analyst,Senior,Company_Data77,Miami,"Excel, LangChain, PostgreSQL, Hadoop, AWS",Data Analysis,Excel,5,62439,84476,73457.5,2,Senior,Government,Large (201-1000),Associate,Flexible,1,93,29,140,"Remote Work, Parental Leave, Tuition Reimbursement, Unlimited PTO",73458,22037
401,Data Scientist,Mid,Company_Cloud85,San Diego,"Kafka, Deep Learning, Power BI, Spark, Tableau, Agile",Big Data,Kafka,6,91577,123899,107738.0,2,Mid,Real Estate,Large (201-1000),High School + Certification,Flexible,1,81,30,136,"Unlimited PTO, Parental Leave, Gym Membership, Learning Stipend",107738,32322
402,Data Scientist,Mid,Company_Analytics5,Salt Lake City,"MongoDB, Azure, LangChain, Machine Learning, NLP, MySQL",Databases,MongoDB,6,86215,116644,101429.5,5,Mid,Real Estate,Medium (51-200),Master's,Hybrid,1,78,25,40,"Remote Work, Health Insurance, 401k, Gym Membership",101429,30429
403,Data Scientist,Mid,Company_Cloud84,Miami,"Linear Algebra, R, Java, Spark",Data Analysis,Linear Algebra,4,104320,141139,122729.5,7,Mid,Retail,Startup,Associate,Hybrid,1,81,30,117,"Parental Leave, 401k",122730,36819
404,Supply Chain Analyst,Senior,Company_Cloud61,Philadelphia,"PyTorch, Hadoop, Computer Vision, Leadership, Docker",ML/AI,PyTorch,5,62439,84476,73457.5,2,Senior,Insurance,Medium (51-200),Associate,Remote,1,86,5,135,"Unlimited PTO, Parental Leave",73458,22037
405,Data Warehouse Engineer,Senior,Company_Data32,Seattle,"Tableau, QlikView, NLP, Storytelling, Jenkins, Excel",BI Tools,Tableau,6,76127,102996,89561.5,6,Senior,Manufacturing,Medium (51-200),Master's,On-site,0,85,3,65,"Stock Options, Learning Stipend, Unlimited PTO, Free Lunch",89562,26869
406,Business Intelligence Analyst,Senior,Company_Cloud19,San Diego,"Data Visualization, Excel, Linear Algebra, Azure, TensorFlow",Data Analysis,Data Visualization,5,100786,136358,118572.0,6,Senior,Insurance,Startup,Bachelor's,Hybrid,1,85,22,80,"Remote Work, 401k",118572,35572
407,Data Engineer,Senior,Company_Data92,Pittsburgh,"Keras, Azure, RAG",ML/AI,Keras,3,83107,112438,97772.5,3,Senior,Manufacturing,Enterprise (1000+),Master's,On-site,0,85,14,142,"Health Insurance, Remote Work, Free Lunch, Parental Leave",97773,29331
408,Database Administrator,Senior,Company_AI69,Los Angeles,"Deep Learning, PostgreSQL, Keras, Hadoop",ML/AI,Deep Learning,4,62439,84476,73457.5,2,Senior,Education,Enterprise (1000+),Bachelor's,Remote,1,100,10,123,"Health Insurance, Learning Stipend, Tuition Reimbursement",73458,22037
409,Data Warehouse Engineer,Mid,Company_Analytics32,Minneapolis,"NLP, Probability, Deep Learning",ML/AI,NLP,3,93835,126954,110394.5,6,Mid,Real Estate,Large (201-1000),Bachelor's,Remote,1,81,22,145,"401k, Learning Stipend",110394,33119
410,Analytics Consultant,Senior,Company_Data86,Chicago,"Deep Learning, AWS, Azure, Elasticsearch",ML/AI,Deep Learning,4,77353,104654,91003.5,3,Senior,Consulting,Large (201-1000),PhD,Remote,1,85,24,84,"Gym Membership, Health Insurance",91004,27301
411,Supply Chain Analyst,Mid,Company_Digital96,St. Louis,"Beam, Terraform, R",Big Data,Beam,3,76436,103413,89924.5,3,Mid,Technology,Large (201-1000),Master's,Flexible,1,100,15,89,"Tuition Reimbursement, Free Lunch, Remote Work",89925,26977
412,Business Analyst,Mid,Company_Analytics98,Boston,"Python, Computer Vision, LangChain, Keras",Programming,Python,4,57171,77349,67260.0,6,Mid,Media,Large (201-1000),Associate,Flexible,1,71,26,21,"401k, Parental Leave, Unlimited PTO, Gym Membership",67260,20178
413,Data Product Manager,Senior,Company_Cloud56,Miami,"Hadoop, Excel, Docker",Big Data,Hadoop,3,84252,113987,99119.5,6,Senior,Government,Startup,Master's,On-site,0,72,14,148,"Stock Options, Free Lunch, Health Insurance, Gym Membership",99120,29735
414,Data Governance Analyst,Senior,Company_Data44,Dallas,"Java, Storytelling, PostgreSQL, Flink, Communication, Azure",Programming,Java,6,64088,86708,75398.0,4,Senior,Media,Startup,High School + Certification,Remote,1,94,29,152,"Free Lunch, Health Insurance, Remote Work, Parental Leave",75398,22620
415,Marketing Analyst,Senior,Company_Tech86,Dallas,"Kubernetes, Flink, GCP, PostgreSQL, Data Visualization, Machine Learning",Cloud,Kubernetes,6,62450,84491,73470.5,7,Senior,Entertainment,Enterprise (1000+),Bachelor's,On-site,0,98,4,120,"Free Lunch, Unlimited PTO",73471,22041
416,Data Engineer,Mid,Company_Data88,Portland,"PostgreSQL, Project Management, AWS, Elasticsearch, R",Databases,PostgreSQL,5,77968,105487,91727.5,4,Mid,Entertainment,Small (11-50),PhD,On-site,0,68,25,170,"Gym Membership, Learning Stipend, Free Lunch",91728,27519
417,Operations Analyst,Senior,Company_Data36,Pittsburgh,"Kubernetes, JavaScript, Agile, Python",Cloud,Kubernetes,4,71805,97148,84476.5,2,Senior,Retail,Large (201-1000),High School + Certification,Flexible,1,99,8,121,"Learning Stipend, Health Insurance, Remote Work, 401k",84476,25343
418,Data Engineer,Mid,Company_AI62,Dallas,"Leadership, Computer Vision, GCP, Redis, SQL",Soft Skills,Leadership,5,76245,103154,89699.5,5,Mid,Education,Enterprise (1000+),Master's,Remote,1,85,17,151,"Free Lunch, Health Insurance",89700,26909
419,Business Intelligence Analyst,Mid,Company_Cloud69,Dallas,"JavaScript, Looker, R",Programming,JavaScript,3,67881,91839,79860.0,7,Mid,Transportation,Medium (51-200),Associate,On-site,0,73,3,147,"Stock Options, Parental Leave, Learning Stipend",79860,23958
420,Computer Vision Engineer,Senior,Company_Cloud36,Salt Lake City,"Keras, QlikView, RAG",ML/AI,Keras,3,91330,123565,107447.5,7,Senior,Energy,Large (201-1000),Master's,On-site,0,88,3,12,"Gym Membership, Remote Work, Parental Leave, Tuition Reimbursement",107448,32235
421,Computer Vision Engineer,Senior,Company_Cloud87,Raleigh,"Redis, MySQL, Looker, Leadership",Databases,Redis,4,89066,120501,104783.5,6,Senior,Manufacturing,Small (11-50),Bachelor's,Flexible,1,66,3,31,"Stock Options, 401k, Unlimited PTO, Remote Work",104784,31435
422,Data Governance Analyst,Senior,Company_Data14,Atlanta,"GCP, Spark, Elasticsearch",Cloud,GCP,3,67416,91210,79313.0,3,Senior,Retail,Startup,Master's,Hybrid,1,94,12,37,"Parental Leave, Remote Work, Unlimited PTO",79313,23794
423,Business Analyst,Senior,Company_Data16,San Francisco,"Airflow, Keras, Computer Vision, TensorFlow, C++, Flink",Big Data,Airflow,6,56977,77086,67031.5,4,Senior,Technology,Medium (51-200),Master's,On-site,0,75,24,18,"Parental Leave, Remote Work",67032,20109
424,Data Scientist,Mid,Company_Digital58,New York,"AWS, JavaScript, Flink, Keras, NLP, PostgreSQL",Cloud,AWS,6,81717,110558,96137.5,3,Mid,Retail,Medium (51-200),PhD,Flexible,1,97,27,23,"Parental Leave, Gym Membership",96138,28841
425,Analytics Manager,Lead,Company_Data83,Miami,"Communication, Project Management, Tableau, Scala, Hadoop, LLM",Soft Skills,Communication,6,85374,115505,100439.5,8,Lead,Energy,Startup,Bachelor's,Remote,1,83,1,147,"Remote Work, Stock Options",100440,30131
426,Data Engineer,Mid,Company_Tech90,Los Angeles,"Probability, SQL, Kubernetes",Data Analysis,Probability,3,73791,99836,86813.5,2,Mid,Transportation,Large (201-1000),High School + Certification,On-site,0,100,28,156,"Tuition Reimbursement, 401k",86814,26045
427,Healthcare Data Analyst,Senior,Company_Cloud63,San Francisco,"Power BI, PyTorch, Deep Learning",BI Tools,Power BI,3,69115,93508,81311.5,4,Senior,Finance,Large (201-1000),PhD,Flexible,1,100,1,158,"Stock Options, Tuition Reimbursement, Health Insurance, 401k",81312,24393
428,Data Analyst,Mid,Company_Cloud65,Salt Lake City,"Statistics, GCP, Kubernetes, LangChain, Project Management, JavaScript",Data Analysis,Statistics,6,58369,78970,68669.5,3,Mid,Real Estate,Large (201-1000),PhD,Flexible,1,76,4,18,"Unlimited PTO, Remote Work",68670,20601
429,Operations Analyst,Senior,Company_Digital54,Los Angeles,"Project Management, AWS, TensorFlow, Keras",Soft Skills,Project Management,4,70966,96013,83489.5,5,Senior,Transportation,Large (201-1000),Bachelor's,Flexible,1,93,9,19,"Learning Stipend, Stock Options",83490,25047
430,Supply Chain Analyst,Senior,Company_Data90,Dallas,"LangChain, Scikit-learn, TensorFlow, Kubernetes",ML/AI,LangChain,4,70627,95554,83090.5,3,Senior,Real Estate,Medium (51-200),PhD,Hybrid,1,75,7,149,"Health Insurance, Gym Membership, Unlimited PTO, Parental Leave",83090,24927
431,Business Intelligence Analyst,Mid,Company_AI9,Raleigh,"C++, Linear Algebra, Airflow, LangChain, Kubernetes, PyTorch",Programming,C++,6,72385,97933,85159.0,5,Mid,Entertainment,Enterprise (1000+),PhD,Remote,1,72,30,117,"Free Lunch, Remote Work, Parental Leave, Learning Stipend",85159,25548
432,Operations Analyst,Senior,Company_Analytics99,San Francisco,"Computer Vision, Storytelling, Julia",ML/AI,Computer Vision,3,67881,91839,79860.0,7,Senior,Government,Medium (51-200),High School + Certification,Hybrid,1,64,17,7,"Learning Stipend, Tuition Reimbursement, Unlimited PTO",79860,23958
433,Data Warehouse Engineer,Mid,Company_Analytics80,New York,"MongoDB, SQL, Jenkins",Databases,MongoDB,3,64206,86867,75536.5,3,Mid,Retail,Enterprise (1000+),Associate,Remote,1,83,19,67,"Free Lunch, Parental Leave",75537,22661
434,Data Engineer,Senior,Company_Digital21,Raleigh,"Airflow, TensorFlow, QlikView, MySQL, C++, Python",Big Data,Airflow,6,93562,126584,110073.0,4,Senior,Technology,Medium (51-200),High School + Certification,Remote,1,100,4,161,"Health Insurance, Parental Leave, Free Lunch",110073,33022
435,Data Architect,Mid,Company_AI80,Washington DC,"Metabase, GCP, Project Management, Scala",BI Tools,Metabase,4,78387,106052,92219.5,2,Mid,Real Estate,Small (11-50),High School + Certification,On-site,0,70,13,146,"Gym Membership, Stock Options, Health Insurance, Tuition Reimbursement",92220,27665
436,Data Engineer,Senior,Company_Data75,Miami,"Python, TensorFlow, Elasticsearch, Deep Learning, Excel",Programming,Python,5,81171,109819,95495.0,2,Senior,Telecommunications,Small (11-50),Master's,Remote,1,100,11,179,"Stock Options, Unlimited PTO, Gym Membership",95495,28648
437,Data Warehouse Engineer,Mid,Company_Analytics55,Phoenix,"Java, Jenkins, Spark, Elasticsearch, Kafka, GCP",Programming,Java,6,64206,86867,75536.5,3,Mid,Manufacturing,Small (11-50),PhD,Flexible,1,94,15,194,"Unlimited PTO, 401k",75537,22661
438,Data Warehouse Engineer,Mid,Company_Digital20,Austin,"Kubernetes, Statistics, Metabase, Cassandra, Spark, QlikView",Cloud,Kubernetes,6,76162,103043,89602.5,7,Mid,Media,Medium (51-200),Bachelor's,Flexible,1,94,7,27,"Stock Options, Free Lunch, Learning Stipend",89602,26881
439,Computer Vision Engineer,Mid,Company_Tech95,Denver,"QlikView, Julia, AWS, Spark",BI Tools,QlikView,4,88009,119071,103540.0,2,Mid,Telecommunications,Startup,Master's,Remote,1,75,1,74,"Free Lunch, Stock Options",103540,31062
440,Healthcare Data Analyst,Mid,Company_Cloud85,Boston,"PyTorch, Airflow, MongoDB, Probability, SQL, Redis",ML/AI,PyTorch,6,71127,96231,83679.0,5,Mid,Energy,Enterprise (1000+),PhD,Hybrid,1,95,20,150,"Parental Leave, Unlimited PTO, Learning Stipend",83679,25104
441,Business Analyst,Senior,Company_AI30,Phoenix,"Flink, Airflow, Project Management, Docker, MySQL",Big Data,Flink,5,68653,92884,80768.5,3,Senior,Media,Startup,PhD,On-site,0,80,7,180,"Unlimited PTO, Tuition Reimbursement, Remote Work",80769,24231
442,Data Warehouse Engineer,Mid,Company_Digital69,Nashville,"Hadoop, Computer Vision, Communication, Data Visualization, Airflow",Big Data,Hadoop,5,62439,84476,73457.5,2,Mid,Manufacturing,Large (201-1000),Master's,Hybrid,1,82,8,172,"Tuition Reimbursement, Unlimited PTO, Parental Leave, Stock Options",73458,22037
443,Data Engineer,Mid,Company_Data56,Seattle,"SQL, Azure, LLM",Programming,SQL,3,74256,100464,87360.0,4,Mid,Transportation,Enterprise (1000+),High School + Certification,Flexible,1,72,1,179,"Health Insurance, Gym Membership, Tuition Reimbursement",87360,26208
444,Business Analyst,Senior,Company_Tech81,Salt Lake City,"Power BI, Linear Algebra, Deep Learning, Python, RAG",BI Tools,Power BI,5,56977,77086,67031.5,4,Senior,Media,Medium (51-200),High School + Certification,Flexible,1,87,3,24,"Health Insurance, Gym Membership, 401k",67032,20109
445,ML Engineer,Senior,Company_AI27,Dallas,"TensorFlow, MongoDB, Kafka",ML/AI,TensorFlow,3,87554,118455,103004.5,3,Senior,Real Estate,Startup,High School + Certification,Flexible,1,65,4,101,"Gym Membership, Health Insurance, Tuition Reimbursement",103005,30901
446,Sports Analyst,Senior,Company_Cloud81,Denver,"LangChain, Redis, C++, R, Storytelling",ML/AI,LangChain,5,82551,111686,97118.5,3,Senior,Retail,Medium (51-200),Bachelor's,Hybrid,1,92,15,68,"Learning Stipend, Unlimited PTO",97119,29135
447,Data Architect,Mid,Company_Digital25,Phoenix,"Project Management, Leadership, Storytelling, Tableau",Soft Skills,Project Management,4,112847,152676,132761.5,3,Mid,Healthcare,Startup,Master's,Remote,1,61,2,41,"Unlimited PTO, Free Lunch, 401k, Stock Options",132762,39829
448,ML Engineer,Mid,Company_Cloud42,Portland,"Terraform, RAG, Storytelling",Cloud,Terraform,3,115706,156543,136124.5,7,Mid,Real Estate,Small (11-50),PhD,Hybrid,1,88,22,143,"Learning Stipend, Free Lunch",136125,40837
449,NLP Engineer,Senior,Company_Tech65,Miami,"Looker, LLM, C++, Scala",BI Tools,Looker,4,99147,134141,116644.0,5,Senior,Real Estate,Small (11-50),Master's,On-site,0,74,25,142,"Parental Leave, Remote Work, Free Lunch, Unlimited PTO",116644,34994
450,Healthcare Data Analyst,Senior,Company_Tech30,Atlanta,"Elasticsearch, Leadership, Probability",Databases,Elasticsearch,3,59466,80454,69960.0,2,Senior,Healthcare,Large (201-1000),Master's,Flexible,1,88,6,95,"Remote Work, Learning Stipend, 401k, Unlimited PTO",69960,20988
451,Data Architect,Senior,Company_Digital57,Pittsburgh,"Looker, Scikit-learn, TensorFlow, Leadership, Communication, Java",BI Tools,Looker,6,131534,177958,154746.0,7,Senior,Transportation,Large (201-1000),Bachelor's,Flexible,1,84,29,115,"401k, Parental Leave",154746,46424
452,Data Architect,Mid,Company_Analytics28,San Francisco,"SQL, Linear Algebra, JavaScript, Elasticsearch, Scala, Kubernetes",Programming,SQL,6,112744,152536,132640.0,7,Mid,Transportation,Enterprise (1000+),Bachelor's,Flexible,1,85,9,12,"Learning Stipend, Remote Work",132640,39792
453,Supply Chain Analyst,Mid,Company_Cloud2,Denver,"Deep Learning, Redis, Jenkins",ML/AI,Deep Learning,3,82467,111573,97020.0,4,Mid,Consulting,Enterprise (1000+),PhD,Remote,1,91,8,12,"Stock Options, 401k, Free Lunch, Gym Membership",97020,29106
454,AI Research Scientist,Senior,Company_AI49,Phoenix,"Spark, Cassandra, Machine Learning, Statistics, RAG, Deep Learning",Big Data,Spark,6,120452,162965,141708.5,2,Senior,Insurance,Startup,High School + Certification,Flexible,1,92,27,46,"Stock Options, Learning Stipend",141708,42513
455,Operations Analyst,Mid,Company_Data99,St. Louis,"Linear Algebra, PostgreSQL, Computer Vision, C++, Spark, Kafka",Data Analysis,Linear Algebra,6,62439,84476,73457.5,2,Mid,Telecommunications,Small (11-50),Associate,Flexible,1,95,28,167,"Learning Stipend, 401k, Remote Work",73458,22037
456,Analytics Manager,Lead,Company_Analytics74,Atlanta,"C++, Communication, Looker, Java",Programming,C++,4,89505,121094,105299.5,10,Lead,Real Estate,Enterprise (1000+),Associate,Hybrid,1,97,14,97,"Gym Membership, Parental Leave, 401k, Health Insurance",105300,31589
457,Data Architect,Mid,Company_Analytics9,Pittsburgh,"Leadership, QlikView, RAG, GCP",Soft Skills,Leadership,4,94064,127263,110663.5,2,Mid,Healthcare,Large (201-1000),Master's,On-site,0,80,15,199,"Gym Membership, Health Insurance, Tuition Reimbursement, Learning Stipend",110664,33199
458,NLP Engineer,Mid,Company_Analytics78,Phoenix,"QlikView, Spark, SQL",BI Tools,QlikView,3,107253,145108,126180.5,3,Mid,Energy,Enterprise (1000+),Associate,Remote,1,66,18,41,"Health Insurance, 401k, Unlimited PTO, Free Lunch",126181,37855
459,Business Analyst,Mid,Company_Cloud18,Pittsburgh,"Kafka, RAG, Docker, QlikView, Data Visualization, TensorFlow",Big Data,Kafka,6,61555,83281,72418.0,7,Mid,Manufacturing,Startup,High School + Certification,On-site,0,100,24,146,"Gym Membership, Unlimited PTO, Parental Leave, Health Insurance",72418,21726
460,Analytics Manager,Senior,Company_Cloud93,Denver,"Data Visualization, Elasticsearch, Redis, Linear Algebra, Kubernetes, PostgreSQL",Data Analysis,Data Visualization,6,85305,115412,100358.5,6,Senior,Telecommunications,Startup,Master's,Hybrid,1,74,5,106,"Unlimited PTO, Parental Leave, Stock Options",100359,30107
461,Data Architect,Mid,Company_AI92,Seattle,"Terraform, GCP, PyTorch",Cloud,Terraform,3,84635,114507,99571.0,3,Mid,Media,Startup,Bachelor's,On-site,0,74,9,149,"Tuition Reimbursement, Remote Work, Learning Stipend",99571,29872
462,AI Research Scientist,Senior,Company_Tech63,Chicago,"Kafka, LangChain, Scikit-learn",Big Data,Kafka,3,102606,138821,120713.5,6,Senior,Real Estate,Enterprise (1000+),Associate,On-site,0,67,16,79,"Parental Leave, Tuition Reimbursement, 401k",120714,36215
463,Business Intelligence Analyst,Senior,Company_Data31,Dallas,"Computer Vision, TensorFlow, Linear Algebra",ML/AI,Computer Vision,3,71275,96430,83852.5,7,Senior,Real Estate,Enterprise (1000+),Master's,Hybrid,1,76,24,16,"Learning Stipend, Unlimited PTO, Health Insurance",83853,25155
464,AI Research Scientist,Senior,Company_AI37,Salt Lake City,"Kubernetes, Leadership, Redis",Cloud,Kubernetes,3,92962,125773,109367.5,4,Senior,Government,Enterprise (1000+),Associate,Hybrid,1,100,17,153,"Remote Work, Unlimited PTO, Tuition Reimbursement",109368,32811
465,Data Engineer,Mid,Company_Analytics56,San Francisco,"Jenkins, Looker, AWS, Linear Algebra, Airflow, Cassandra",Cloud,Jenkins,6,81658,110479,96068.5,5,Mid,Education,Enterprise (1000+),High School + Certification,Hybrid,1,99,21,30,"Learning Stipend, Gym Membership, Stock Options, Tuition Reimbursement",96068,28821
466,Data Governance Analyst,Mid,Company_Data69,Nashville,"Excel, Probability, Spark, Docker, Communication, Julia",Data Analysis,Excel,6,62439,84476,73457.5,2,Mid,Telecommunications,Large (201-1000),High School + Certification,Flexible,1,92,20,29,"Tuition Reimbursement, Unlimited PTO, Learning Stipend, Free Lunch",73458,22037
467,Operations Analyst,Senior,Company_AI7,Phoenix,"Storytelling, Python, Power BI, RAG, Project Management, MongoDB",Soft Skills,Storytelling,6,62832,85008,73920.0,4,Senior,Media,Medium (51-200),High School + Certification,Remote,1,99,29,85,"Learning Stipend, Stock Options, Gym Membership",73920,22176
468,Analytics Consultant,Mid,Company_AI14,Pittsburgh,"LangChain, Java, Probability, MongoDB",ML/AI,LangChain,4,66198,89562,77880.0,6,Mid,Transportation,Large (201-1000),Associate,On-site,0,68,26,38,"401k, Health Insurance, Gym Membership, Stock Options",77880,23364
469,Database Administrator,Mid,Company_Data27,Los Angeles,"Cassandra, C++, Agile",Databases,Cassandra,3,74332,100567,87449.5,2,Mid,Consulting,Medium (51-200),PhD,Hybrid,1,87,3,167,"Remote Work, Unlimited PTO",87450,26235
470,Sports Analyst,Mid,Company_Data99,Dallas,"Leadership, Agile, Jenkins, MySQL, Scikit-learn",Soft Skills,Leadership,5,82747,111952,97349.5,6,Mid,Insurance,Small (11-50),Associate,Remote,1,87,14,147,"Health Insurance, Gym Membership",97350,29205
471,Data Product Manager,Lead,Company_Tech23,Phoenix,"Communication, Beam, NLP, Looker, TensorFlow",Soft Skills,Communication,5,90713,122730,106721.5,7,Lead,Media,Small (11-50),Master's,On-site,0,87,9,24,"Tuition Reimbursement, Parental Leave, 401k",106722,32017
472,Financial Analyst,Mid,Company_AI87,Atlanta,"SQL, NLP, Linear Algebra, Power BI, Machine Learning",Programming,SQL,5,94837,128308,111572.5,5,Mid,Insurance,Medium (51-200),Master's,Flexible,1,87,1,18,"Free Lunch, Gym Membership, Learning Stipend, Tuition Reimbursement",111572,33471
473,Analytics Consultant,Mid,Company_Data91,Miami,"JavaScript, Azure, Tableau, Kafka",Programming,JavaScript,4,59466,80454,69960.0,2,Mid,Insurance,Small (11-50),Bachelor's,Hybrid,1,87,17,189,"Learning Stipend, Remote Work, 401k, Stock Options",69960,20988
474,Data Governance Analyst,Mid,Company_Data23,Portland,"RAG, Spark, QlikView",ML/AI,RAG,3,81171,109819,95495.0,2,Mid,Finance,Enterprise (1000+),High School + Certification,Remote,1,87,27,31,"Gym Membership, Stock Options, Free Lunch, Unlimited PTO",95495,28648
475,Data Scientist,Mid,Company_Data31,Chicago,"NLP, Hive, Excel",ML/AI,NLP,3,120951,163640,142295.5,7,Mid,Education,Medium (51-200),PhD,Hybrid,1,78,23,104,"Stock Options, Unlimited PTO, Parental Leave",142295,42689
476,Data Warehouse Engineer,Mid,Company_Analytics23,San Diego,"Hive, Kubernetes, Terraform, RAG",Big Data,Hive,4,64206,86867,75536.5,3,Mid,Telecommunications,Large (201-1000),PhD,Flexible,1,83,10,101,"Tuition Reimbursement, 401k, Unlimited PTO, Parental Leave",75537,22661
477,Analytics Manager,Principal,Company_Tech21,Boston,"Communication, Kafka, MySQL, Probability, RAG",Soft Skills,Communication,5,122415,165620,144017.5,9,Principal,Media,Enterprise (1000+),Master's,Hybrid,1,92,17,23,"Tuition Reimbursement, 401k",144018,43205
478,Data Architect,Senior,Company_Analytics35,Portland,"Excel, Hive, Kafka, Python, Beam, NLP",Data Analysis,Excel,6,84480,114297,99388.5,4,Senior,Media,Small (11-50),High School + Certification,Hybrid,1,97,7,84,"Stock Options, Learning Stipend",99388,29817
479,Data Governance Analyst,Mid,Company_Digital1,Chicago,"Beam, JavaScript, C++, Elasticsearch",Big Data,Beam,4,65973,89258,77615.5,4,Mid,Manufacturing,Medium (51-200),Associate,Hybrid,1,100,3,178,"Health Insurance, Gym Membership",77616,23285
480,NLP Engineer,Mid,Company_AI4,Phoenix,"C++, LangChain, Python",Programming,C++,3,88464,119687,104075.5,6,Mid,Consulting,Medium (51-200),High School + Certification,Remote,1,79,13,9,"401k, Parental Leave, Remote Work, Health Insurance",104076,31223
481,Data Analyst,Mid,Company_Analytics98,Washington DC,"Data Visualization, Computer Vision, Looker, Keras",Data Analysis,Data Visualization,4,69207,93633,81420.0,6,Mid,Media,Medium (51-200),Associate,Hybrid,1,95,9,174,"Gym Membership, Parental Leave, Remote Work",81420,24426
482,Data Governance Analyst,Senior,Company_Cloud26,Los Angeles,"PyTorch, Flink, QlikView",ML/AI,PyTorch,3,69272,93721,81496.5,4,Senior,Technology,Medium (51-200),Bachelor's,Hybrid,1,85,28,75,"Learning Stipend, Unlimited PTO, Free Lunch, Parental Leave",81496,24449
483,Data Analyst,Mid,Company_Analytics79,Chicago,"R, Data Visualization, Leadership, Kafka, LLM",Programming,R,5,72216,97703,84959.5,6,Mid,Telecommunications,Small (11-50),PhD,Hybrid,1,84,18,21,"401k, Unlimited PTO, Stock Options",84960,25487
484,Data Governance Analyst,Senior,Company_Cloud71,Philadelphia,"Linear Algebra, Julia, Airflow",Data Analysis,Linear Algebra,3,74192,100377,87284.5,5,Senior,Media,Enterprise (1000+),Master's,Flexible,1,94,7,82,"Free Lunch, Remote Work",87285,26185
485,Marketing Analyst,Senior,Company_Cloud90,Boston,"Cassandra, Kubernetes, Looker, GCP, Azure, Excel",Databases,Cassandra,6,57789,78185,67987.0,5,Senior,Consulting,Startup,Master's,Remote,1,85,1,189,"Gym Membership, 401k",67987,20396
486,Business Analyst,Senior,Company_Cloud11,Minneapolis,"Leadership, Airflow, Hadoop, RAG, Scikit-learn, AWS",Soft Skills,Leadership,6,63031,85277,74154.0,6,Senior,Technology,Medium (51-200),High School + Certification,Flexible,1,82,21,49,"Parental Leave, 401k, Stock Options",74154,22246
487,Supply Chain Analyst,Mid,Company_Tech26,Portland,"Linear Algebra, Looker, Data Visualization",Data Analysis,Linear Algebra,3,91639,123982,107810.5,7,Mid,Real Estate,Medium (51-200),PhD,Flexible,1,65,18,100,"Remote Work, Tuition Reimbursement",107811,32343
488,NLP Engineer,Senior,Company_Digital22,Pittsburgh,"Julia, Python, Hadoop, GCP",Programming,Julia,4,83966,113601,98783.5,4,Senior,Entertainment,Medium (51-200),Master's,Flexible,1,63,8,67,"Free Lunch, Health Insurance, Stock Options",98784,29635
489,AI Research Scientist,Senior,Company_Analytics74,Seattle,"Metabase, Deep Learning, Scala, Docker, RAG",BI Tools,Metabase,5,97942,132511,115226.5,6,Senior,Education,Medium (51-200),PhD,Hybrid,1,82,1,25,"Gym Membership, Learning Stipend, Stock Options",115227,34569
490,Data Warehouse Engineer,Mid,Company_Data73,Detroit,"Probability, SQL, AWS, Elasticsearch, Linear Algebra, Agile",Data Analysis,Probability,6,77047,104241,90644.0,3,Mid,Media,Startup,PhD,On-site,0,86,29,152,"Unlimited PTO, Free Lunch, 401k, Health Insurance",90644,27194
